@relation 'Desercion_Academica-weka.filters.AllFilter-weka.filters.unsupervised.attribute.Remove-R1-3,10-12'

@attribute Edad numeric
@attribute Semestre numeric
@attribute AsignaturasCursadas numeric
@attribute AsignaturasAprobadas numeric
@attribute CreditosCursados numeric
@attribute CreditosAprobados numeric
@attribute Estado {GRADUADO,DESERTOR,ACTIVO}

@data
33,7,35,18,100,50,DESERTOR
32,2,16,12,43,32,DESERTOR
33,1,4,0,10,0,DESERTOR
42,10,32,28,90,77,GRADUADO
29,1,7,1,15,1,DESERTOR
31,1,5,4,14,11,DESERTOR
31,1,5,0,16,0,DESERTOR
24,10,54,52,160,154,GRADUADO
24,10,54,52,160,154,GRADUADO
39,1,5,3,14,8,DESERTOR
39,3,3,2,8,5,DESERTOR
25,1,6,4,16,9,DESERTOR
32,1,6,0,16,0,DESERTOR
29,1,6,0,16,0,DESERTOR
34,10,17,16,17,16,GRADUADO
29,8,50,36,155,111,ACTIVO
27,1,6,0,16,0,DESERTOR
34,4,5,1,15,3,DESERTOR
30,1,17,7,47,21,DESERTOR
42,6,13,12,36,34,DESERTOR
35,7,23,15,61,38,DESERTOR
21,1,5,2,16,6,DESERTOR
25,1,4,3,13,10,ACTIVO
28,1,4,3,13,10,DESERTOR
27,1,4,2,12,6,DESERTOR
33,4,3,0,11,0,DESERTOR
28,3,27,15,77,41,DESERTOR
32,4,8,7,26,23,DESERTOR
30,3,27,12,84,33,DESERTOR
22,7,37,34,115,106,ACTIVO
29,2,15,8,48,24,DESERTOR
31,1,6,3,16,7,DESERTOR
23,8,43,40,133,124,ACTIVO
29,4,37,22,109,60,DESERTOR
25,6,35,31,110,97,ACTIVO
28,3,19,16,57,49,DESERTOR
32,6,16,6,46,16,DESERTOR
20,2,10,9,32,29,DESERTOR
21,4,25,23,80,73,ACTIVO
20,3,21,16,68,51,ACTIVO
21,1,5,2,16,6,DESERTOR
33,4,33,18,100,53,DESERTOR
29,2,16,13,53,42,ACTIVO
35,10,20,17,20,17,GRADUADO
42,2,9,4,24,10,DESERTOR
21,1,4,3,13,9,DESERTOR
33,2,18,11,53,29,DESERTOR
30,1,5,4,14,11,DESERTOR
29,5,29,21,89,64,DESERTOR
36,10,24,23,66,62,GRADUADO
28,2,18,14,50,39,DESERTOR
41,10,2,2,2,2,GRADUADO
25,1,4,1,13,3,ACTIVO
35,1,5,0,12,0,DESERTOR
32,10,55,42,162,118,GRADUADO
31,7,13,12,35,32,DESERTOR
35,10,31,25,89,70,GRADUADO
29,10,36,26,97,69,GRADUADO
29,10,36,26,97,69,GRADUADO
32,6,20,19,53,50,DESERTOR
36,10,34,32,92,87,GRADUADO
24,4,21,20,66,63,ACTIVO
23,2,4,4,12,12,ACTIVO
24,10,54,51,160,151,GRADUADO
24,10,54,51,160,151,GRADUADO
23,10,51,41,129,100,ACTIVO
25,2,9,6,24,15,DESERTOR
19,1,4,1,13,3,ACTIVO
23,8,34,31,105,96,ACTIVO
28,10,42,37,124,108,ACTIVO
30,5,29,25,87,74,DESERTOR
26,3,3,0,9,0,DESERTOR
25,1,5,2,11,4,DESERTOR
23,3,4,3,13,10,ACTIVO
26,1,7,3,22,9,DESERTOR
27,1,6,3,19,9,DESERTOR
22,8,40,40,122,122,ACTIVO
22,1,6,3,19,9,DESERTOR
32,10,40,38,112,105,GRADUADO
23,6,53,29,167,90,ACTIVO
24,9,37,32,112,97,ACTIVO
29,4,27,16,73,43,DESERTOR
33,10,53,39,152,108,ACTIVO
30,8,12,7,37,18,DESERTOR
35,1,6,5,16,13,DESERTOR
27,10,53,48,161,146,ACTIVO
31,4,3,2,10,6,DESERTOR
30,10,46,42,136,125,GRADUADO
30,10,46,42,136,125,GRADUADO
32,7,29,15,81,44,DESERTOR
25,1,6,6,19,19,DESERTOR
36,1,6,2,16,5,DESERTOR
26,3,24,16,73,47,DESERTOR
31,4,21,14,67,43,DESERTOR
29,2,13,12,43,40,ACTIVO
28,8,28,27,86,83,ACTIVO
39,3,25,17,74,49,DESERTOR
24,7,28,20,84,60,ACTIVO
51,7,48,33,145,98,ACTIVO
33,10,56,48,157,135,GRADUADO
33,10,56,48,157,135,GRADUADO
20,1,4,4,14,14,ACTIVO
31,8,28,20,72,50,DESERTOR
29,1,4,3,13,10,ACTIVO
27,10,61,51,182,148,GRADUADO
27,10,61,51,182,148,GRADUADO
37,10,32,28,91,77,GRADUADO
45,1,6,0,16,0,DESERTOR
31,1,6,5,16,14,DESERTOR
26,1,6,4,16,9,DESERTOR
27,1,16,3,50,9,DESERTOR
42,5,2,1,5,2,DESERTOR
28,1,37,4,101,9,DESERTOR
33,10,36,31,101,86,GRADUADO
29,10,49,39,145,116,ACTIVO
40,10,30,29,80,77,GRADUADO
40,10,30,29,80,77,GRADUADO
38,7,12,3,40,10,DESERTOR
26,3,5,0,16,0,DESERTOR
24,2,8,6,25,18,DESERTOR
21,1,4,4,13,13,ACTIVO
28,9,58,46,173,137,ACTIVO
32,5,14,10,45,31,ACTIVO
18,1,10,6,32,19,ACTIVO
24,10,46,30,138,88,ACTIVO
23,6,50,26,158,80,ACTIVO
35,1,6,2,16,6,DESERTOR
32,9,45,45,139,139,ACTIVO
35,4,40,16,125,46,DESERTOR
22,5,24,22,76,70,DESERTOR
20,2,15,13,49,42,ACTIVO
28,1,11,0,30,0,DESERTOR
22,2,23,6,76,19,ACTIVO
18,1,3,2,10,6,ACTIVO
24,2,4,2,13,6,ACTIVO
29,3,21,12,60,29,DESERTOR
25,3,5,4,16,12,ACTIVO
32,4,6,4,17,11,DESERTOR
26,10,78,64,191,165,ACTIVO
30,6,56,24,171,71,ACTIVO
30,10,42,36,122,102,GRADUADO
34,6,7,1,20,3,DESERTOR
27,2,17,8,44,20,DESERTOR
34,10,3,3,3,3,GRADUADO
27,1,9,6,22,16,DESERTOR
36,8,3,0,3,0,DESERTOR
33,7,31,17,93,48,DESERTOR
26,9,56,55,155,152,GRADUADO
39,10,9,9,9,9,GRADUADO
27,7,43,31,135,97,ACTIVO
36,10,22,11,22,11,DESERTOR
31,8,44,33,124,93,DESERTOR
47,10,31,28,90,83,GRADUADO
49,5,39,18,112,52,ACTIVO
31,10,31,28,87,79,GRADUADO
31,10,31,28,87,79,GRADUADO
31,5,15,10,46,31,ACTIVO
23,1,6,2,19,6,DESERTOR
43,1,6,6,16,16,DESERTOR
35,10,38,35,110,96,GRADUADO
28,10,68,53,192,151,ACTIVO
22,1,4,4,13,13,ACTIVO
27,10,49,47,138,134,GRADUADO
25,6,33,27,98,81,DESERTOR
43,9,48,47,137,134,GRADUADO
19,2,5,5,16,16,ACTIVO
19,2,10,8,32,26,ACTIVO
20,1,4,4,13,13,ACTIVO
26,1,4,3,13,9,ACTIVO
28,1,6,0,16,0,DESERTOR
28,10,57,54,168,159,GRADUADO
22,1,8,4,26,12,DESERTOR
31,3,6,2,18,5,DESERTOR
37,10,17,17,49,43,GRADUADO
36,5,5,4,16,13,DESERTOR
30,6,22,17,64,48,DESERTOR
37,10,78,63,213,170,GRADUADO
27,2,4,0,13,0,DESERTOR
35,10,36,35,102,100,GRADUADO
33,10,52,43,149,121,GRADUADO
27,1,6,0,16,0,DESERTOR
36,10,2,2,2,2,GRADUADO
25,6,18,14,60,46,ACTIVO
39,7,51,36,152,105,ACTIVO
24,7,16,15,49,46,ACTIVO
37,10,47,47,134,134,GRADUADO
23,2,13,13,43,43,ACTIVO
19,2,10,9,32,29,ACTIVO
22,4,21,19,67,61,ACTIVO
26,10,61,55,174,156,GRADUADO
31,10,57,49,171,147,ACTIVO
20,6,31,31,97,97,ACTIVO
34,10,4,3,4,3,GRADUADO
22,2,13,6,42,19,DESERTOR
25,10,61,59,186,179,GRADUADO
20,3,21,16,69,52,ACTIVO
28,9,59,51,171,146,DESERTOR
19,1,4,1,13,3,ACTIVO
25,6,45,30,141,93,ACTIVO
20,1,7,4,23,12,DESERTOR
28,9,41,35,121,103,ACTIVO
22,8,42,40,130,124,ACTIVO
18,1,4,4,13,13,ACTIVO
27,10,58,51,168,146,GRADUADO
20,6,30,30,94,94,ACTIVO
27,4,21,21,67,67,ACTIVO
22,1,10,4,32,12,ACTIVO
23,1,4,4,13,13,ACTIVO
28,2,28,12,83,31,DESERTOR
23,10,49,48,147,146,GRADUADO
29,3,24,16,70,43,DESERTOR
38,10,2,1,2,1,GRADUADO
19,1,4,3,13,10,ACTIVO
33,10,3,3,3,3,GRADUADO
27,1,6,4,19,13,DESERTOR
28,1,6,3,16,7,DESERTOR
25,2,23,17,68,50,DESERTOR
35,5,19,11,57,33,DESERTOR
26,10,54,45,162,133,GRADUADO
26,10,54,45,162,133,GRADUADO
31,2,21,11,62,31,DESERTOR
22,2,14,10,45,32,DESERTOR
31,8,22,21,65,62,ACTIVO
19,1,5,4,16,12,ACTIVO
19,1,5,4,16,12,ACTIVO
19,1,10,6,32,19,ACTIVO
33,10,40,30,108,82,GRADUADO
27,1,6,4,16,10,DESERTOR
38,6,36,15,105,44,DESERTOR
31,2,4,2,12,6,DESERTOR
26,8,31,27,96,84,ACTIVO
18,2,10,10,32,32,ACTIVO
27,10,66,64,156,150,GRADUADO
27,10,66,64,156,150,GRADUADO
24,1,9,5,29,15,DESERTOR
20,1,5,2,16,6,DESERTOR
38,3,9,7,27,21,DESERTOR
29,10,54,53,152,149,GRADUADO
27,3,41,14,123,42,DESERTOR
32,3,22,14,72,45,DESERTOR
35,1,6,2,10,4,GRADUADO
28,7,54,37,168,114,ACTIVO
30,1,14,6,43,16,DESERTOR
29,9,67,55,191,155,GRADUADO
28,1,5,3,14,9,DESERTOR
38,5,11,10,33,30,DESERTOR
30,1,10,3,31,10,DESERTOR
34,10,3,3,3,3,GRADUADO
20,1,4,4,13,13,ACTIVO
23,2,12,8,38,25,DESERTOR
27,1,4,2,11,6,DESERTOR
28,2,17,11,48,32,DESERTOR
29,1,5,1,12,2,DESERTOR
28,1,11,11,30,30,ACTIVO
28,1,11,11,30,30,ACTIVO
29,4,23,15,67,44,DESERTOR
27,3,29,17,82,48,DESERTOR
23,1,6,1,19,3,DESERTOR
19,3,5,4,17,13,ACTIVO
19,2,10,10,32,32,ACTIVO
32,10,43,23,121,62,ACTIVO
24,3,21,13,67,41,DESERTOR
28,10,55,50,165,147,GRADUADO
26,2,17,6,54,19,ACTIVO
23,4,22,9,70,28,ACTIVO
36,9,39,30,108,82,GRADUADO
25,6,55,32,158,92,DESERTOR
19,1,4,3,13,10,ACTIVO
26,10,41,34,125,104,GRADUADO
29,1,6,2,16,5,DESERTOR
27,6,18,17,57,54,DESERTOR
33,10,1,1,1,1,DESERTOR
24,1,4,4,13,13,ACTIVO
33,10,62,43,178,119,GRADUADO
30,4,3,0,8,0,DESERTOR
34,10,35,31,101,89,GRADUADO
34,10,35,31,101,89,GRADUADO
21,5,34,21,107,67,ACTIVO
36,4,2,0,5,0,DESERTOR
27,5,14,14,45,45,ACTIVO
19,3,20,16,65,52,ACTIVO
39,10,73,58,202,156,GRADUADO
43,9,31,26,91,74,GRADUADO
33,3,18,16,57,50,ACTIVO
39,3,9,3,23,6,DESERTOR
25,1,5,3,16,9,DESERTOR
40,5,12,6,33,16,DESERTOR
37,10,2,2,2,2,GRADUADO
29,1,12,11,33,31,DESERTOR
21,3,20,15,65,48,ACTIVO
27,10,58,49,171,146,ACTIVO
24,1,6,1,16,3,DESERTOR
31,7,22,17,65,50,ACTIVO
18,1,5,4,16,13,ACTIVO
18,1,3,3,10,10,ACTIVO
27,1,6,0,16,0,DESERTOR
25,2,18,8,57,25,DESERTOR
30,5,6,4,20,12,DESERTOR
30,6,36,20,103,56,ACTIVO
27,7,51,35,149,99,DESERTOR
24,1,4,2,13,6,ACTIVO
34,10,45,38,121,100,GRADUADO
34,9,68,59,185,159,GRADUADO
37,10,41,35,118,98,GRADUADO
34,10,33,29,93,79,GRADUADO
23,7,46,34,143,106,ACTIVO
30,10,49,39,143,111,GRADUADO
26,8,47,40,145,124,ACTIVO
30,1,5,0,14,0,DESERTOR
24,5,8,8,24,24,ACTIVO
20,2,10,9,32,28,ACTIVO
33,10,59,53,169,151,GRADUADO
33,10,59,53,169,151,GRADUADO
19,1,5,2,16,6,DESERTOR
35,10,42,39,115,106,GRADUADO
31,3,27,18,78,48,DESERTOR
28,10,63,51,182,147,GRADUADO
28,10,63,51,182,147,GRADUADO
31,1,10,9,31,28,DESERTOR
24,1,3,1,10,3,ACTIVO
35,3,6,4,20,14,ACTIVO
12,10,7,5,7,5,GRADUADO
26,2,14,10,37,25,DESERTOR
26,10,74,57,212,160,GRADUADO
26,10,74,57,212,160,GRADUADO
25,1,5,5,16,16,DESERTOR
21,3,22,13,69,41,ACTIVO
38,10,34,30,96,82,GRADUADO
25,1,9,2,27,5,DESERTOR
27,3,6,6,19,19,DESERTOR
30,9,46,44,138,132,ACTIVO
30,1,31,4,85,11,ACTIVO
21,1,5,2,16,6,DESERTOR
32,3,7,7,17,17,DESERTOR
46,7,31,23,92,67,DESERTOR
32,1,4,1,9,2,DESERTOR
20,2,10,7,32,22,DESERTOR
26,2,16,8,46,20,DESERTOR
50,1,6,6,22,18,GRADUADO
31,3,24,15,70,40,DESERTOR
24,1,12,3,32,7,DESERTOR
19,2,5,4,16,12,ACTIVO
19,1,5,5,16,16,ACTIVO
23,7,26,23,81,72,ACTIVO
26,4,15,15,45,45,ACTIVO
31,10,47,32,137,92,GRADUADO
31,10,47,32,137,92,GRADUADO
35,1,6,0,16,0,DESERTOR
23,3,27,13,86,41,ACTIVO
36,10,3,3,3,3,GRADUADO
35,8,31,21,94,64,DESERTOR
31,10,15,14,15,14,GRADUADO
33,10,22,20,62,52,GRADUADO
33,10,22,20,62,52,GRADUADO
32,5,4,0,12,0,DESERTOR
19,1,4,4,13,13,ACTIVO
18,1,4,3,13,9,ACTIVO
30,8,48,39,146,119,ACTIVO
30,3,3,2,10,7,ACTIVO
23,4,31,22,100,70,ACTIVO
42,10,24,24,67,64,GRADUADO
41,10,15,15,15,15,GRADUADO
27,3,17,12,55,38,ACTIVO
48,10,8,5,8,5,GRADUADO
31,2,17,9,45,24,DESERTOR
39,1,4,4,13,13,ACTIVO
36,4,11,10,37,31,DESERTOR
28,10,55,50,141,128,GRADUADO
27,1,11,8,28,22,DESERTOR
36,10,21,19,63,52,GRADUADO
35,10,23,18,23,18,GRADUADO
21,2,15,7,50,23,ACTIVO
32,5,5,4,14,11,DESERTOR
30,3,4,3,13,10,ACTIVO
34,4,29,11,90,32,DESERTOR
19,1,7,3,23,9,ACTIVO
19,2,5,4,16,12,ACTIVO
19,1,5,5,16,16,ACTIVO
19,1,5,2,16,6,ACTIVO
29,10,45,43,114,110,GRADUADO
27,3,20,17,64,55,DESERTOR
24,1,5,0,15,0,DESERTOR
26,1,6,3,14,5,DESERTOR
26,1,5,0,16,0,DESERTOR
25,1,4,2,13,6,ACTIVO
22,4,4,3,12,9,ACTIVO
25,1,16,2,46,6,DESERTOR
24,7,31,29,94,88,ACTIVO
19,1,3,3,10,10,ACTIVO
19,1,5,3,16,9,ACTIVO
29,1,6,2,16,6,DESERTOR
29,3,18,17,58,55,ACTIVO
31,10,60,42,182,126,ACTIVO
31,9,50,48,150,144,ACTIVO
19,1,4,2,13,6,ACTIVO
31,4,22,22,61,61,DESERTOR
29,6,42,24,132,76,ACTIVO
31,3,6,3,17,9,DESERTOR
32,10,12,9,12,9,GRADUADO
31,5,22,8,73,25,ACTIVO
33,6,5,0,16,0,DESERTOR
23,8,4,3,12,9,ACTIVO
23,8,4,3,12,9,ACTIVO
27,10,62,53,178,151,GRADUADO
32,7,10,5,32,14,DESERTOR
32,10,34,25,100,72,GRADUADO
25,6,37,28,117,88,ACTIVO
26,10,60,47,185,143,ACTIVO
31,1,4,0,13,0,ACTIVO
44,6,16,11,45,29,DESERTOR
30,1,8,2,18,4,DESERTOR
19,1,4,3,13,9,ACTIVO
33,10,13,12,13,12,GRADUADO
36,1,5,5,16,16,ACTIVO
28,2,13,11,37,30,DESERTOR
29,3,22,10,69,29,DESERTOR
24,3,18,10,56,31,DESERTOR
20,1,4,0,13,0,ACTIVO
29,6,48,24,144,67,ACTIVO
27,1,7,1,16,1,DESERTOR
29,9,60,51,179,151,ACTIVO
33,9,10,9,10,9,DESERTOR
28,10,56,47,160,135,GRADUADO
28,10,63,58,178,162,GRADUADO
22,6,33,29,103,90,ACTIVO
27,3,7,2,22,6,DESERTOR
24,3,15,15,49,49,ACTIVO
24,9,54,53,158,155,GRADUADO
31,1,6,2,16,7,DESERTOR
32,3,5,1,16,2,DESERTOR
32,6,18,14,56,44,DESERTOR
25,1,4,1,13,3,ACTIVO
42,10,27,22,79,62,GRADUADO
20,1,5,2,16,6,DESERTOR
19,1,3,0,9,0,ACTIVO
19,2,2,1,7,3,ACTIVO
19,1,12,5,38,15,ACTIVO
21,1,4,4,13,13,ACTIVO
19,1,4,4,13,13,ACTIVO
18,1,4,3,13,10,ACTIVO
22,5,31,26,97,81,ACTIVO
29,3,25,17,70,45,DESERTOR
22,1,4,4,13,13,ACTIVO
20,3,5,5,16,16,ACTIVO
24,2,4,0,13,0,DESERTOR
26,9,39,33,125,103,ACTIVO
21,1,5,0,16,0,DESERTOR
22,9,49,47,151,145,ACTIVO
29,4,22,17,63,47,DESERTOR
29,3,33,19,89,55,ACTIVO
34,10,30,24,87,65,GRADUADO
32,5,23,4,78,11,ACTIVO
26,10,66,54,186,152,GRADUADO
26,10,66,54,186,152,GRADUADO
31,9,67,41,198,121,ACTIVO
29,10,62,53,177,150,GRADUADO
30,2,12,12,32,32,DESERTOR
19,2,6,3,19,9,ACTIVO
19,1,5,4,16,13,ACTIVO
37,10,7,7,7,7,GRADUADO
37,10,7,7,7,7,GRADUADO
27,2,5,0,16,0,DESERTOR
25,2,13,13,42,42,ACTIVO
26,7,68,34,205,101,ACTIVO
32,1,4,0,11,0,DESERTOR
22,4,8,5,27,17,ACTIVO
30,1,6,1,19,3,DESERTOR
26,7,60,38,178,109,ACTIVO
34,1,6,4,16,11,DESERTOR
28,6,26,22,76,63,DESERTOR
32,1,5,0,16,0,DESERTOR
25,10,39,33,115,99,GRADUADO
32,10,49,39,142,110,GRADUADO
20,6,31,30,98,94,ACTIVO
31,2,14,8,39,21,DESERTOR
33,1,3,0,10,0,DESERTOR
30,7,35,24,100,69,DESERTOR
33,10,7,6,7,6,GRADUADO
27,1,6,4,16,9,DESERTOR
29,5,19,10,56,30,DESERTOR
31,1,4,0,13,0,ACTIVO
21,2,17,9,56,27,ACTIVO
34,1,6,3,16,7,DESERTOR
36,5,3,0,9,0,DESERTOR
29,1,5,0,13,0,DESERTOR
44,2,17,15,47,42,DESERTOR
35,1,6,3,17,7,DESERTOR
35,10,17,4,17,4,DESERTOR
30,4,5,3,14,8,DESERTOR
49,5,6,6,17,17,DESERTOR
36,10,5,5,5,5,GRADUADO
33,10,35,30,97,83,GRADUADO
25,6,11,8,33,24,DESERTOR
39,6,6,4,15,10,DESERTOR
28,3,17,16,50,47,DESERTOR
34,4,3,0,7,0,DESERTOR
40,7,41,36,127,112,ACTIVO
25,3,3,0,10,0,DESERTOR
47,2,11,11,33,33,GRADUADO
25,1,6,0,16,0,DESERTOR
31,4,30,22,95,70,ACTIVO
24,3,17,13,51,39,DESERTOR
22,2,22,7,65,18,DESERTOR
40,6,14,1,43,3,DESERTOR
42,3,12,1,35,3,DESERTOR
24,2,28,5,91,15,ACTIVO
28,10,55,51,150,138,GRADUADO
34,9,57,55,162,156,GRADUADO
38,1,4,2,9,4,DESERTOR
26,5,44,24,133,73,ACTIVO
29,4,23,19,66,53,DESERTOR
27,9,63,55,181,156,GRADUADO
29,4,11,4,33,12,DESERTOR
33,8,68,43,199,125,ACTIVO
40,10,54,54,154,154,GRADUADO
40,10,54,54,154,154,GRADUADO
44,10,1,1,1,1,GRADUADO
30,10,48,36,130,94,GRADUADO
32,10,42,32,109,85,GRADUADO
31,10,37,34,105,96,ACTIVO
29,4,23,21,64,58,DESERTOR
33,1,6,3,19,10,DESERTOR
39,9,6,0,6,0,DESERTOR
35,10,34,30,92,81,GRADUADO
29,3,21,15,70,48,ACTIVO
30,3,14,8,41,21,DESERTOR
30,10,54,46,149,128,GRADUADO
41,4,12,12,36,36,DESERTOR
29,8,29,25,85,72,DESERTOR
31,9,51,43,153,129,ACTIVO
18,1,7,3,22,10,ACTIVO
19,2,6,5,17,13,ACTIVO
19,1,6,6,17,17,ACTIVO
19,1,6,6,17,17,ACTIVO
12,7,54,24,158,69,DESERTOR
26,4,21,16,66,51,ACTIVO
42,10,25,23,71,64,GRADUADO
28,5,14,11,43,34,ACTIVO
30,10,57,46,164,131,GRADUADO
30,2,10,9,32,29,DESERTOR
43,1,9,3,26,9,DESERTOR
28,9,59,53,169,149,GRADUADO
23,3,19,18,61,58,ACTIVO
26,1,8,3,17,7,DESERTOR
30,10,3,3,3,3,GRADUADO
27,8,37,23,116,73,ACTIVO
29,4,4,4,13,13,DESERTOR
26,4,23,23,65,65,DESERTOR
19,2,5,5,16,16,ACTIVO
19,1,5,5,16,16,ACTIVO
22,4,13,8,40,24,ACTIVO
19,2,5,5,17,17,ACTIVO
19,1,5,5,16,16,ACTIVO
23,6,31,29,97,91,ACTIVO
21,1,4,1,13,3,DESERTOR
27,10,54,51,161,152,GRADUADO
27,10,54,51,161,152,GRADUADO
28,10,72,51,212,150,ACTIVO
23,2,12,8,38,26,DESERTOR
28,2,10,5,31,16,DESERTOR
18,1,4,0,13,0,ACTIVO
27,3,25,12,75,34,DESERTOR
22,1,7,5,23,16,ACTIVO
25,10,54,51,161,152,ACTIVO
32,1,5,2,16,6,DESERTOR
28,2,23,15,52,35,DESERTOR
18,1,4,4,13,13,ACTIVO
30,10,36,35,100,98,GRADUADO
20,2,13,7,42,22,ACTIVO
19,1,8,7,26,22,ACTIVO
24,10,49,47,149,145,ACTIVO
30,10,33,31,90,85,GRADUADO
21,5,31,25,98,79,ACTIVO
30,3,7,5,21,14,DESERTOR
32,5,22,19,65,55,DESERTOR
23,1,5,1,16,3,DESERTOR
25,1,6,0,16,0,DESERTOR
27,1,6,0,16,0,DESERTOR
19,1,4,0,13,0,ACTIVO
26,1,5,4,16,13,DESERTOR
34,2,15,14,49,46,ACTIVO
33,10,34,32,96,91,GRADUADO
21,1,12,1,39,3,DESERTOR
26,1,12,5,32,13,DESERTOR
25,1,14,3,44,10,DESERTOR
27,4,9,6,30,19,DESERTOR
31,4,9,8,29,26,ACTIVO
29,10,63,52,186,153,GRADUADO
50,3,4,4,13,13,ACTIVO
25,10,31,27,92,80,GRADUADO
18,1,10,6,32,19,ACTIVO
31,7,45,25,144,75,ACTIVO
28,4,9,0,28,0,DESERTOR
31,9,35,25,109,79,ACTIVO
28,10,71,40,199,111,ACTIVO
18,1,9,6,29,19,ACTIVO
35,9,10,10,10,10,DESERTOR
30,1,4,0,12,0,DESERTOR
39,1,6,0,16,0,DESERTOR
21,6,5,5,15,15,ACTIVO
32,5,12,3,36,9,DESERTOR
28,6,29,23,84,65,DESERTOR
25,1,10,3,28,8,DESERTOR
37,1,5,0,16,0,ACTIVO
24,1,4,3,13,9,ACTIVO
31,1,8,7,20,18,DESERTOR
33,8,55,42,165,125,ACTIVO
40,5,8,3,22,7,DESERTOR
32,4,2,2,7,7,DESERTOR
22,4,31,15,99,47,ACTIVO
25,8,39,39,121,121,ACTIVO
33,1,6,4,16,11,DESERTOR
27,1,6,1,16,2,DESERTOR
30,9,49,28,142,79,DESERTOR
32,3,15,12,43,32,DESERTOR
36,9,52,43,152,123,ACTIVO
30,1,5,2,16,6,DESERTOR
48,2,9,6,29,19,DESERTOR
31,2,3,0,9,0,DESERTOR
30,3,8,7,25,21,DESERTOR
18,1,4,0,13,0,ACTIVO
35,10,44,28,125,79,GRADUADO
33,9,45,41,128,116,GRADUADO
34,1,4,0,10,0,DESERTOR
33,10,29,25,81,69,GRADUADO
28,6,49,33,141,96,ACTIVO
31,10,34,32,100,94,ACTIVO
32,9,63,57,179,161,GRADUADO
32,9,63,57,179,161,GRADUADO
32,10,33,26,97,77,ACTIVO
26,10,53,50,153,143,GRADUADO
27,9,57,45,182,142,ACTIVO
30,9,55,46,164,137,ACTIVO
35,10,30,25,87,71,GRADUADO
35,5,18,7,51,21,DESERTOR
31,3,25,15,79,46,ACTIVO
27,6,12,8,38,25,DESERTOR
36,3,3,2,9,6,DESERTOR
25,3,33,15,102,43,ACTIVO
23,1,5,0,16,0,DESERTOR
25,1,5,3,16,9,DESERTOR
38,8,20,5,45,12,DESERTOR
23,2,9,6,28,19,DESERTOR
31,8,49,44,141,124,DESERTOR
36,1,5,4,14,10,DESERTOR
35,2,12,12,33,33,GRADUADO
20,1,5,2,16,6,DESERTOR
27,2,23,14,65,38,DESERTOR
27,10,65,57,185,160,GRADUADO
24,10,60,59,183,180,GRADUADO
30,1,5,0,12,0,DESERTOR
29,3,13,5,35,14,DESERTOR
27,2,21,10,60,27,DESERTOR
25,1,6,2,16,6,DESERTOR
29,1,6,6,16,16,DESERTOR
27,1,6,4,16,11,DESERTOR
36,10,14,13,14,13,GRADUADO
37,10,17,17,17,17,GRADUADO
33,6,52,40,159,124,DESERTOR
21,3,21,12,67,38,ACTIVO
20,1,9,3,29,9,ACTIVO
28,1,6,1,16,3,DESERTOR
22,1,8,5,25,15,DESERTOR
33,10,21,21,60,57,GRADUADO
28,1,6,0,19,0,DESERTOR
30,10,58,54,169,156,GRADUADO
30,10,58,54,169,156,GRADUADO
21,4,26,24,83,76,ACTIVO
21,6,32,31,100,97,ACTIVO
31,1,8,3,25,9,DESERTOR
30,10,23,20,62,53,GRADUADO
22,3,20,16,64,50,ACTIVO
24,8,17,17,51,51,ACTIVO
28,10,61,59,170,165,GRADUADO
27,9,53,48,161,146,GRADUADO
27,9,53,48,161,146,GRADUADO
31,10,48,42,135,119,GRADUADO
33,10,42,35,121,99,GRADUADO
33,1,6,0,17,0,DESERTOR
39,8,38,20,118,66,DESERTOR
36,10,59,54,183,165,ACTIVO
19,2,10,10,32,32,ACTIVO
28,9,24,23,75,72,ACTIVO
45,10,2,2,2,2,GRADUADO
29,10,51,48,156,143,GRADUADO
28,10,49,47,148,142,GRADUADO
42,3,7,6,22,19,DESERTOR
37,2,9,8,29,25,ACTIVO
29,9,57,50,177,154,ACTIVO
23,7,41,40,128,125,ACTIVO
24,1,5,0,16,0,DESERTOR
47,10,3,2,3,2,GRADUADO
22,1,5,1,16,3,DESERTOR
37,7,19,5,61,15,DESERTOR
33,9,18,17,54,51,ACTIVO
30,3,25,10,87,32,DESERTOR
30,1,16,3,45,9,DESERTOR
42,1,1,1,4,4,DESERTOR
34,10,6,5,6,5,GRADUADO
29,8,51,30,160,95,ACTIVO
30,10,26,24,73,67,GRADUADO
25,3,14,12,44,37,DESERTOR
38,1,5,0,15,0,DESERTOR
35,9,47,30,145,91,DESERTOR
35,9,10,10,10,10,GRADUADO
26,10,53,51,162,156,GRADUADO
26,10,53,51,162,156,GRADUADO
22,5,5,4,15,12,ACTIVO
30,10,34,29,99,84,GRADUADO
38,10,46,31,140,93,ACTIVO
25,6,10,2,30,6,DESERTOR
34,1,8,3,26,9,DESERTOR
30,1,6,0,17,0,DESERTOR
28,3,49,13,158,40,DESERTOR
28,10,47,42,139,124,GRADUADO
28,10,47,42,139,124,GRADUADO
28,10,69,56,205,168,GRADUADO
28,10,69,56,205,168,GRADUADO
29,1,11,1,32,2,DESERTOR
29,1,9,5,26,11,DESERTOR
37,10,8,8,8,8,GRADUADO
22,9,53,49,160,150,ACTIVO
30,10,8,8,8,8,GRADUADO
31,10,14,10,39,27,GRADUADO
31,10,14,10,39,27,GRADUADO
21,6,42,36,123,109,ACTIVO
26,1,19,5,54,14,DESERTOR
